0,Mon Oct  6 18:17:05 2014,24.1,23.5,
1,Mon Oct  6 18:17:06 2014,24.2,23.5,
2,Mon Oct  6 18:17:08 2014,24.2,23.5,
3,Mon Oct  6 18:17:09 2014,24.2,23.5,
4,Mon Oct  6 18:17:10 2014,24.2,23.5,
5,Mon Oct  6 18:17:12 2014,24.2,23.5,
6,Mon Oct  6 18:17:13 2014,24.2,23.5,
7,Mon Oct  6 18:17:14 2014,24.3,23.5,
8,Mon Oct  6 18:17:15 2014,24.3,23.5,
9,Mon Oct  6 18:17:17 2014,24.4,23.5,
10,Mon Oct  6 18:17:18 2014,24.5,23.5,
11,Mon Oct  6 18:17:19 2014,24.5,23.5,
12,Mon Oct  6 18:17:20 2014,24.6,23.5,
13,Mon Oct  6 18:17:22 2014,24.6,23.5,
14,Mon Oct  6 18:17:23 2014,24.7,23.5,
15,Mon Oct  6 18:17:24 2014,24.7,23.5,
16,Mon Oct  6 18:17:25 2014,24.7,23.5,
17,Mon Oct  6 18:17:27 2014,24.8,23.5,
18,Mon Oct  6 18:17:28 2014,24.9,23.5,
19,Mon Oct  6 18:17:29 2014,24.9,23.5,
20,Mon Oct  6 18:17:30 2014,24.9,23.5,
21,Mon Oct  6 18:17:32 2014,25.0,23.5,
22,Mon Oct  6 18:17:33 2014,25.0,23.5,
23,Mon Oct  6 18:17:34 2014,25.1,23.5,
24,Mon Oct  6 18:17:35 2014,25.1,23.5,
25,Mon Oct  6 18:17:37 2014,25.1,23.5,
26,Mon Oct  6 18:17:38 2014,25.2,23.5,
27,Mon Oct  6 18:17:39 2014,25.2,23.5,
28,Mon Oct  6 18:17:40 2014,25.2,23.5,
29,Mon Oct  6 18:17:42 2014,25.2,23.5,
30,Mon Oct  6 18:17:43 2014,25.3,23.5,
31,Mon Oct  6 18:17:44 2014,25.3,23.5,
32,Mon Oct  6 18:17:46 2014,25.3,23.5,
33,Mon Oct  6 18:17:47 2014,25.4,23.5,
34,Mon Oct  6 18:17:48 2014,25.4,23.5,
35,Mon Oct  6 18:17:49 2014,25.5,23.5,
36,Mon Oct  6 18:17:51 2014,25.6,23.5,
37,Mon Oct  6 18:17:52 2014,25.7,23.5,
38,Mon Oct  6 18:17:53 2014,25.7,23.5,
39,Mon Oct  6 18:17:55 2014,25.8,23.5,
40,Mon Oct  6 18:17:56 2014,25.9,23.5,
41,Mon Oct  6 18:17:57 2014,25.9,23.5,
42,Mon Oct  6 18:17:58 2014,26.0,23.5,
43,Mon Oct  6 18:18:00 2014,26.0,23.5,
44,Mon Oct  6 18:18:01 2014,26.1,23.5,
45,Mon Oct  6 18:18:02 2014,26.1,23.5,
46,Mon Oct  6 18:18:03 2014,26.2,23.5,
47,Mon Oct  6 18:18:05 2014,26.3,23.5,
48,Mon Oct  6 18:18:06 2014,26.3,23.5,
49,Mon Oct  6 18:18:07 2014,26.3,23.5,
50,Mon Oct  6 18:18:08 2014,26.4,23.5,
51,Mon Oct  6 18:18:10 2014,26.4,23.5,
52,Mon Oct  6 18:18:11 2014,26.5,23.5,
53,Mon Oct  6 18:18:12 2014,26.6,23.5,
54,Mon Oct  6 18:18:14 2014,26.6,23.5,
55,Mon Oct  6 18:18:15 2014,26.6,23.5,
56,Mon Oct  6 18:18:16 2014,26.7,23.5,
57,Mon Oct  6 18:18:17 2014,26.7,23.5,
58,Mon Oct  6 18:18:19 2014,26.8,23.5,
59,Mon Oct  6 18:18:20 2014,26.8,23.5,
60,Mon Oct  6 18:18:21 2014,26.9,23.5,
61,Mon Oct  6 18:18:22 2014,26.9,23.5,
62,Mon Oct  6 18:18:24 2014,27.0,23.5,
63,Mon Oct  6 18:18:25 2014,27.0,23.5,
64,Mon Oct  6 18:18:26 2014,27.1,23.5,
65,Mon Oct  6 18:18:27 2014,27.1,23.5,
66,Mon Oct  6 18:18:29 2014,27.1,23.5,
67,Mon Oct  6 18:18:30 2014,27.2,23.5,
68,Mon Oct  6 18:18:31 2014,27.3,23.5,
69,Mon Oct  6 18:18:33 2014,27.3,23.5,
70,Mon Oct  6 18:18:34 2014,27.3,23.5,
71,Mon Oct  6 18:18:35 2014,27.4,23.5,
72,Mon Oct  6 18:18:36 2014,27.4,23.5,
73,Mon Oct  6 18:18:38 2014,27.5,23.4,
74,Mon Oct  6 18:18:39 2014,27.4,23.4,
75,Mon Oct  6 18:18:40 2014,27.5,23.5,
76,Mon Oct  6 18:18:41 2014,27.6,23.4,
77,Mon Oct  6 18:18:43 2014,27.6,23.4,
78,Mon Oct  6 18:18:44 2014,27.6,23.4,
79,Mon Oct  6 18:18:45 2014,27.7,23.4,
80,Mon Oct  6 18:18:47 2014,27.7,23.4,
81,Mon Oct  6 18:18:48 2014,27.7,23.4,
82,Mon Oct  6 18:18:49 2014,27.8,23.4,
83,Mon Oct  6 18:18:50 2014,27.8,23.4,
84,Mon Oct  6 18:18:52 2014,27.9,23.4,
85,Mon Oct  6 18:18:53 2014,27.9,23.4,
86,Mon Oct  6 18:18:54 2014,27.9,23.4,
87,Mon Oct  6 18:18:56 2014,28.0,23.4,
88,Mon Oct  6 18:18:57 2014,28.0,23.4,
89,Mon Oct  6 18:18:58 2014,28.1,23.4,
90,Mon Oct  6 18:19:00 2014,28.2,23.4,
91,Mon Oct  6 18:19:01 2014,28.2,23.4,
92,Mon Oct  6 18:19:02 2014,28.2,23.4,
93,Mon Oct  6 18:19:03 2014,28.3,23.4,
94,Mon Oct  6 18:19:05 2014,28.3,23.4,
95,Mon Oct  6 18:19:06 2014,28.4,23.4,
96,Mon Oct  6 18:19:07 2014,28.4,23.4,
97,Mon Oct  6 18:19:09 2014,28.5,23.4,
98,Mon Oct  6 18:19:10 2014,28.5,23.4,
99,Mon Oct  6 18:19:11 2014,28.5,23.4,
100,Mon Oct  6 18:19:12 2014,28.6,23.4,
101,Mon Oct  6 18:19:14 2014,28.6,23.4,
102,Mon Oct  6 18:19:15 2014,28.6,23.4,
103,Mon Oct  6 18:19:16 2014,28.7,23.4,
104,Mon Oct  6 18:19:18 2014,28.7,23.4,
105,Mon Oct  6 18:19:19 2014,28.8,23.4,
106,Mon Oct  6 18:19:20 2014,28.8,23.4,
107,Mon Oct  6 18:19:21 2014,28.9,23.4,
108,Mon Oct  6 18:19:23 2014,28.9,23.4,
109,Mon Oct  6 18:19:24 2014,28.9,23.4,
110,Mon Oct  6 18:19:25 2014,29.0,23.4,
111,Mon Oct  6 18:19:26 2014,29.0,23.4,
112,Mon Oct  6 18:19:28 2014,29.0,23.4,
113,Mon Oct  6 18:19:29 2014,29.1,23.4,
114,Mon Oct  6 18:19:30 2014,29.1,23.4,
115,Mon Oct  6 18:19:32 2014,29.2,23.4,
116,Mon Oct  6 18:19:33 2014,29.2,23.4,
117,Mon Oct  6 18:19:34 2014,29.3,23.4,
118,Mon Oct  6 18:19:36 2014,29.3,23.4,
119,Mon Oct  6 18:19:37 2014,29.4,23.4,
120,Mon Oct  6 18:19:38 2014,29.4,23.4,
121,Mon Oct  6 18:19:39 2014,29.4,23.4,
122,Mon Oct  6 18:19:41 2014,29.5,23.4,
123,Mon Oct  6 18:19:42 2014,29.5,23.4,
124,Mon Oct  6 18:19:43 2014,29.5,23.4,
125,Mon Oct  6 18:19:44 2014,29.6,23.4,
126,Mon Oct  6 18:19:46 2014,29.6,23.4,
127,Mon Oct  6 18:19:47 2014,29.6,23.4,
128,Mon Oct  6 18:19:48 2014,29.7,23.4,
129,Mon Oct  6 18:19:50 2014,29.7,23.4,
130,Mon Oct  6 18:19:51 2014,29.8,23.4,
131,Mon Oct  6 18:19:52 2014,29.8,23.4,
132,Mon Oct  6 18:19:53 2014,29.8,23.4,
133,Mon Oct  6 18:19:55 2014,29.9,23.4,
134,Mon Oct  6 18:19:56 2014,29.9,23.4,
135,Mon Oct  6 18:19:57 2014,29.9,23.4,
136,Mon Oct  6 18:19:58 2014,29.9,23.4,
137,Mon Oct  6 18:20:00 2014,30.0,23.4,
138,Mon Oct  6 18:20:01 2014,30.0,23.4,
139,Mon Oct  6 18:20:02 2014,30.1,23.4,
140,Mon Oct  6 18:20:04 2014,30.1,23.4,
141,Mon Oct  6 18:20:05 2014,30.2,23.4,
142,Mon Oct  6 18:20:06 2014,30.2,23.4,
143,Mon Oct  6 18:20:07 2014,30.2,23.4,
144,Mon Oct  6 18:20:09 2014,30.3,23.4,
145,Mon Oct  6 18:20:10 2014,30.3,23.4,
146,Mon Oct  6 18:20:11 2014,30.4,23.4,
147,Mon Oct  6 18:20:12 2014,30.4,23.4,
148,Mon Oct  6 18:20:14 2014,30.4,23.4,
149,Mon Oct  6 18:20:15 2014,30.4,23.4,
150,Mon Oct  6 18:20:16 2014,30.5,23.4,
151,Mon Oct  6 18:20:18 2014,30.5,23.4,
152,Mon Oct  6 18:20:19 2014,30.6,23.4,
153,Mon Oct  6 18:20:20 2014,30.6,23.4,
154,Mon Oct  6 18:20:21 2014,30.6,23.4,
155,Mon Oct  6 18:20:23 2014,30.6,23.4,
156,Mon Oct  6 18:20:24 2014,30.6,23.4,
157,Mon Oct  6 18:20:25 2014,30.7,23.4,
158,Mon Oct  6 18:20:26 2014,30.8,23.4,
159,Mon Oct  6 18:20:28 2014,30.8,23.4,
160,Mon Oct  6 18:20:29 2014,30.8,23.4,
161,Mon Oct  6 18:20:30 2014,30.9,23.4,
162,Mon Oct  6 18:20:32 2014,30.9,23.4,
163,Mon Oct  6 18:20:33 2014,30.9,23.4,
164,Mon Oct  6 18:20:34 2014,31.0,23.4,
165,Mon Oct  6 18:20:35 2014,31.0,23.3,
166,Mon Oct  6 18:20:37 2014,31.0,23.4,
167,Mon Oct  6 18:20:38 2014,31.0,23.4,
168,Mon Oct  6 18:20:39 2014,31.1,23.3,
169,Mon Oct  6 18:20:40 2014,31.1,23.3,
170,Mon Oct  6 18:20:42 2014,31.1,23.3,
171,Mon Oct  6 18:20:43 2014,31.1,23.3,
172,Mon Oct  6 18:20:44 2014,31.2,23.3,
173,Mon Oct  6 18:20:45 2014,31.2,23.3,
174,Mon Oct  6 18:20:47 2014,31.2,23.3,
175,Mon Oct  6 18:20:48 2014,31.3,23.3,
176,Mon Oct  6 18:20:49 2014,31.3,23.3,
177,Mon Oct  6 18:20:50 2014,31.3,23.3,
178,Mon Oct  6 18:20:52 2014,31.3,23.3,
179,Mon Oct  6 18:20:53 2014,31.4,23.3,
180,Mon Oct  6 18:20:54 2014,31.4,23.3,
181,Mon Oct  6 18:20:56 2014,31.4,23.3,
182,Mon Oct  6 18:20:57 2014,31.5,23.3,
183,Mon Oct  6 18:20:58 2014,31.5,23.3,
184,Mon Oct  6 18:21:00 2014,31.6,23.3,
185,Mon Oct  6 18:21:01 2014,31.6,23.3,
186,Mon Oct  6 18:21:02 2014,31.6,23.3,
187,Mon Oct  6 18:21:03 2014,31.7,23.3,
188,Mon Oct  6 18:21:05 2014,31.7,23.3,
189,Mon Oct  6 18:21:06 2014,31.7,23.3,
190,Mon Oct  6 18:21:07 2014,31.7,23.3,
191,Mon Oct  6 18:21:09 2014,31.8,23.3,
192,Mon Oct  6 18:21:10 2014,31.8,23.3,
193,Mon Oct  6 18:21:11 2014,31.8,23.3,
194,Mon Oct  6 18:21:12 2014,31.9,23.3,
195,Mon Oct  6 18:21:14 2014,31.9,23.3,
196,Mon Oct  6 18:21:15 2014,31.9,23.3,
197,Mon Oct  6 18:21:16 2014,32.0,23.3,
198,Mon Oct  6 18:21:18 2014,32.0,23.3,
199,Mon Oct  6 18:21:19 2014,32.0,23.3,
200,Mon Oct  6 18:21:20 2014,32.0,23.3,
201,Mon Oct  6 18:21:21 2014,32.1,23.3,
202,Mon Oct  6 18:21:23 2014,32.1,23.3,
203,Mon Oct  6 18:21:24 2014,32.1,23.3,
204,Mon Oct  6 18:21:25 2014,32.1,23.3,
205,Mon Oct  6 18:21:27 2014,32.2,23.3,
206,Mon Oct  6 18:21:28 2014,32.2,23.3,
207,Mon Oct  6 18:21:29 2014,32.2,23.3,
208,Mon Oct  6 18:21:30 2014,32.3,23.3,
209,Mon Oct  6 18:21:32 2014,32.3,23.3,
210,Mon Oct  6 18:21:33 2014,32.3,23.3,
211,Mon Oct  6 18:21:34 2014,32.4,23.3,
212,Mon Oct  6 18:21:35 2014,32.4,23.3,
213,Mon Oct  6 18:21:37 2014,32.4,23.3,
214,Mon Oct  6 18:21:38 2014,32.4,23.3,
215,Mon Oct  6 18:21:39 2014,32.5,23.3,
216,Mon Oct  6 18:21:40 2014,32.5,23.3,
217,Mon Oct  6 18:21:42 2014,32.6,23.3,
218,Mon Oct  6 18:21:43 2014,32.6,23.3,
219,Mon Oct  6 18:21:44 2014,32.6,23.3,
220,Mon Oct  6 18:21:46 2014,32.6,23.3,
221,Mon Oct  6 18:21:47 2014,32.6,23.3,
222,Mon Oct  6 18:21:48 2014,32.7,23.3,
223,Mon Oct  6 18:21:49 2014,32.7,23.3,
224,Mon Oct  6 18:21:51 2014,32.7,23.3,
225,Mon Oct  6 18:21:52 2014,32.8,23.3,
226,Mon Oct  6 18:21:53 2014,32.8,23.3,
227,Mon Oct  6 18:21:55 2014,32.8,23.3,
228,Mon Oct  6 18:21:56 2014,32.8,23.3,
229,Mon Oct  6 18:21:57 2014,32.9,23.3,
230,Mon Oct  6 18:21:59 2014,32.9,23.3,
231,Mon Oct  6 18:22:00 2014,33.0,23.3,
232,Mon Oct  6 18:22:01 2014,33.0,23.3,
233,Mon Oct  6 18:22:02 2014,33.0,23.3,
234,Mon Oct  6 18:22:04 2014,33.0,23.3,
235,Mon Oct  6 18:22:05 2014,33.0,23.3,
236,Mon Oct  6 18:22:06 2014,33.0,23.3,
237,Mon Oct  6 18:22:07 2014,33.1,23.3,
238,Mon Oct  6 18:22:09 2014,33.1,23.3,
239,Mon Oct  6 18:22:10 2014,33.1,23.3,
240,Mon Oct  6 18:22:11 2014,33.2,23.3,
241,Mon Oct  6 18:22:13 2014,33.2,23.3,
242,Mon Oct  6 18:22:14 2014,33.2,23.3,
243,Mon Oct  6 18:22:15 2014,33.2,23.3,
244,Mon Oct  6 18:22:16 2014,33.3,23.3,
245,Mon Oct  6 18:22:18 2014,33.3,23.3,
246,Mon Oct  6 18:22:19 2014,33.3,23.3,
247,Mon Oct  6 18:22:20 2014,33.4,23.3,
248,Mon Oct  6 18:22:22 2014,33.4,23.3,
249,Mon Oct  6 18:22:23 2014,33.4,23.3,
250,Mon Oct  6 18:22:24 2014,33.5,23.3,
251,Mon Oct  6 18:22:25 2014,33.5,23.3,
