0, -8.16591e-15
1, 1.69364e-14
2, 3.9508e-14
3, 1.41649e-14
4, -6.92327e-15
5, 2.39415e-14
6, 4.23278e-14
7, 6.49628e-14
8, 2.91268e-14
9, -1.41116e-14
10, -3.81895e-14
11, -2.5099e-14
12, -1.03348e-14
13, 4.26842e-15
14, 3.18432e-15
15, -1.0137e-14
16, -1.13755e-15
17, 1.18949e-14
18, -1.77692e-14
19, 1.17468e-14
20, -9.48575e-16
21, 4.59003e-15
22, -5.84487e-15
23, -2.16948e-15
24, 9.82677e-15
25, 2.52052e-14
26, 8.35718e-16
27, 1.01616e-14
28, 4.50946e-16
29, -1.47341e-15
30, -3.83423e-16
31, 7.0784e-15
32, 9.98431e-15
33, 6.34574e-15
34, 2.75895e-15
35, -5.50275e-16
36, 9.66445e-15
37, 1.19008e-15
38, -1.95927e-15
39, -8.58288e-15
40, 6.00442e-15
41, 4.81361e-15
42, -6.85337e-15
43, 1.02813e-14
44, -3.48962e-15
45, 8.75439e-15
46, 3.53248e-15
47, 1.26811e-14
48, 2.4716e-14
49, -1.25291e-14
50, -1.73742e-14
51, -1.88918e-15
52, -2.67794e-15
53, 7.68258e-15
54, 6.7208e-15
55, -3.0233e-15
56, 1.14179e-14
57, 1.34357e-14
58, 3.52184e-15
59, 4.11206e-15
60, 3.77967e-14
61, 6.04354e-14
62, 2.76591e-14
63, -1.80731e-14
64, -4.44434e-14
65, -2.28349e-14
66, -8.76075e-15
67, -1.25998e-15
68, 6.60475e-16
69, -1.29725e-14
70, 7.96254e-15
71, -6.38695e-16
72, 3.71905e-15
73, -1.25232e-14
74, 6.95593e-15
75, -1.5732e-14
76, -5.5857e-15
77, 1.47258e-15
78, -1.2507e-15
79, -4.14567e-16
80, -6.93686e-15
81, -4.43432e-15
82, -2.8953e-15
83, -1.09205e-14
84, -1.61696e-14
85, -1.06772e-14
86, 9.25988e-16
87, -6.98792e-15
88, -2.06885e-16
89, -9.13671e-15
90, -4.44538e-16
91, -8.46758e-15
92, -3.78579e-15
93, 5.28737e-15
94, 2.20965e-15
95, -8.4663e-15
96, -1.08073e-14
97, 1.02781e-15
98, -2.98088e-15
99, -4.11573e-15
100, 8.35598e-15
101, -9.74292e-15
102, 1.09192e-14
103, 4.98612e-15
104, -2.0751e-15
105, 7.21107e-15
106, 1.27356e-15
107, -8.68218e-15
108, -7.44223e-15
109, -4.02998e-15
110, 5.33025e-15
111, 7.24056e-15
112, 1.55446e-15
113, 5.9635e-15
114, -2.15975e-15
115, 2.23224e-15
116, -4.14744e-15
117, 1.13637e-15
118, -9.5129e-15
119, -2.85131e-16
120, 9.63007e-15
121, -3.14341e-15
122, 1.15136e-14
123, -1.87916e-14
124, 1.68922e-15
125, 6.34625e-15
126, -1.20273e-14
127, 3.37422e-15
128, -7.84712e-15
129, -1.10413e-14
130, -9.64605e-16
131, 3.13781e-14
132, -2.00689e-14
133, 1.1385e-14
134, -2.3882e-14
135, -2.45352e-14
136, 1.92786e-15
137, -5.65181e-15
138, -5.30397e-15
139, -8.59037e-15
140, 1.3966e-15
141, -2.60939e-15
142, -7.62193e-15
143, 3.47765e-15
144, -2.6371e-15
145, 5.43945e-15
146, -7.64428e-15
147, 1.35535e-15
148, -3.87178e-15
149, -2.07989e-16
150, -5.884e-15
151, -4.31625e-15
152, -1.2076e-14
153, 9.20108e-15
154, -1.54506e-14
155, -1.79958e-14
156, 1.03536e-14
157, -1.10737e-14
158, -4.80211e-15
159, -1.13646e-14
160, -5.67039e-15
161, 8.86665e-15
162, 8.2902e-15
163, 3.02359e-15
164, -1.19211e-14
165, -1.26248e-14
166, -9.58879e-16
167, 4.75309e-17
168, -9.63059e-15
169, 7.33389e-15
170, 5.89945e-15
171, -7.89038e-18
172, 3.29881e-15
173, 5.58578e-16
174, 1.03686e-14
175, -2.47764e-14
176, -1.84808e-14
177, -7.21152e-14
178, -4.99833e-15
179, -3.1667e-15
180, 1.36455e-14
181, -2.61946e-14
182, 6.32873e-15
183, -3.55464e-14
184, 5.13095e-15
185, 7.0672e-16
186, 1.52966e-14
187, 3.17137e-14
188, -9.37481e-15
189, -6.56904e-14
190, 5.44631e-14
191, 4.44766e-14
192, -3.64969e-14
193, -5.10209e-14
194, -3.85082e-14
195, 1.23478e-14
196, 8.0774e-15
197, 4.86361e-15
198, -1.72105e-14
199, 7.36731e-15
200, 4
201, -3.3998e-14
202, -1.46099e-14
203, -1.01592e-15
204, 6.33535e-15
205, -7.18017e-15
206, -4.41978e-15
207, 7.1789e-15
208, -2.33557e-15
209, 1.00463e-15
210, -1.10366e-14
211, 4.61554e-15
212, -2.74831e-15
213, -5.49446e-15
214, -7.24328e-15
215, -1.12964e-14
216, 4.21914e-16
217, 2.79176e-15
218, 4.7475e-15
219, -5.57024e-15
220, -6.08662e-15
221, -9.91958e-15
222, -4.24505e-16
223, 3.99427e-15
224, 7.08619e-15
225, 3.24079e-15
226, 1.15975e-15
227, 5.23835e-15
228, 3.37929e-15
229, 2.66659e-15
